date,asset,open,high,low,close,adj_close,volume,source,asset_class,description
2023-02-28,SPY,110.150293,115.915222,93.557313,98.724237,98.722456,17620514,sample,ETF,US equity market
2023-03-01,SPY,98.110978,102.291096,96.814553,100.957063,100.955249,11580555,sample,ETF,US equity market
2023-03-02,SPY,100.759626,105.158722,87.766376,91.773128,91.771485,15059558,sample,ETF,US equity market
2023-03-03,SPY,91.667445,93.248341,87.407986,88.941878,88.940293,50095038,sample,ETF,US equity market
2023-03-06,SPY,88.738632,92.106413,87.687018,91.027672,91.026057,19613993,sample,ETF,US equity market
2023-03-07,SPY,91.076691,111.423681,85.195139,104.664646,104.662797,17634280,sample,ETF,US equity market
2023-03-08,SPY,104.404932,115.699739,100.570696,111.601221,111.599259,12782985,sample,ETF,US equity market
2023-03-09,SPY,111.792618,126.369936,107.17564,121.357916,121.355791,19586137,sample,ETF,US equity market
2023-03-10,SPY,121.453467,144.187373,114.238636,136.102339,136.099968,13982860,sample,ETF,US equity market
2023-03-13,SPY,136.215904,139.312017,129.072517,132.074498,132.072208,18495932,sample,ETF,US equity market
2023-03-14,SPY,131.93992,144.117996,127.346678,139.269584,139.26718,13912934,sample,ETF,US equity market
2023-03-15,SPY,139.333686,140.476003,137.352268,138.487649,138.48527,21029942,sample,ETF,US equity market
2023-03-16,SPY,139.211641,141.163091,133.286022,135.18097,135.17866,18091160,sample,ETF,US equity market
2023-03-17,SPY,135.370401,140.249239,120.895222,125.41527,125.413138,14590981,sample,ETF,US equity market
2023-03-20,SPY,125.081701,128.502327,116.520584,119.79668,119.794654,13644611,sample,ETF,US equity market
2023-03-21,SPY,120.355552,121.735619,118.554389,119.929572,119.927554,7530138,sample,ETF,US equity market
2023-03-22,SPY,119.407131,121.740639,118.290289,120.612523,120.610505,16155806,sample,ETF,US equity market
2023-03-23,SPY,120.354881,124.541331,109.118705,113.051098,113.049217,14752230,sample,ETF,US equity market
2023-03-24,SPY,112.683742,128.210269,108.115195,123.214762,123.212723,15274027,sample,ETF,US equity market
2023-03-27,SPY,122.683687,139.732459,117.347018,133.907558,133.905355,17514220,sample,ETF,US equity market
2023-03-28,SPY,133.9525,135.928415,133.006373,134.975066,134.972858,13618854,sample,ETF,US equity market
2023-03-29,SPY,135.140369,138.717596,133.90737,137.463403,137.461167,11265749,sample,ETF,US equity market
2023-03-30,SPY,137.026876,137.54751,136.605619,137.125949,137.123733,10982416,sample,ETF,US equity market
2023-03-31,SPY,136.505798,140.157242,127.987979,131.505674,131.503561,12521960,sample,ETF,US equity market
2023-04-03,SPY,131.094576,134.681555,120.686552,124.081645,124.079664,16237782,sample,ETF,US equity market
2023-04-04,SPY,123.921312,125.971709,118.956938,120.958309,120.95639,14796460,sample,ETF,US equity market
2023-04-05,SPY,121.565117,122.771274,118.536496,119.72439,119.722503,15288338,sample,ETF,US equity market
2023-04-06,SPY,119.242843,120.262335,118.733961,119.751283,119.749408,7117785,sample,ETF,US equity market
2023-04-07,SPY,119.58245,134.237348,115.144174,129.433454,129.431441,16897929,sample,ETF,US equity market
2023-04-10,SPY,129.474298,130.732156,125.668524,126.901385,126.899425,18482906,sample,ETF,US equity market
2023-04-11,SPY,127.446006,129.527949,121.564028,123.582863,123.580967,7134618,sample,ETF,US equity market
2023-04-12,SPY,123.75673,129.497068,108.321512,113.590289,113.588558,10689021,sample,ETF,US equity market
2023-04-13,SPY,114.213264,127.826543,109.356291,122.612393,122.610538,15793412,sample,ETF,US equity market
2023-04-14,SPY,122.589297,123.363396,122.107221,122.880175,122.87833,9532387,sample,ETF,US equity market
2023-04-17,SPY,124.17085,126.249578,122.870947,124.941606,124.939743,8152067,sample,ETF,US equity market
2023-04-18,SPY,124.481635,135.920013,121.087432,132.312294,132.310336,10550988,sample,ETF,US equity market
2023-04-19,SPY,132.131077,134.94598,126.107629,128.852689,128.850796,12255452,sample,ETF,US equity market
2023-04-20,SPY,128.592096,132.310996,118.06824,121.584478,121.582707,10199584,sample,ETF,US equity market
2023-04-21,SPY,121.122712,123.898625,113.314043,115.971908,115.970232,14719468,sample,ETF,US equity market
2023-04-24,SPY,115.83445,129.59594,111.48582,124.90672,124.904929,8113879,sample,ETF,US equity market
2023-04-25,SPY,124.741176,146.013039,117.486806,137.988278,137.986315,9209907,sample,ETF,US equity market
2023-04-26,SPY,137.444282,141.637974,126.527333,130.509429,130.507588,14258845,sample,ETF,US equity market
2023-04-27,SPY,130.160874,141.817382,126.554291,137.99376,137.99183,10863668,sample,ETF,US equity market
2023-04-28,SPY,138.726119,145.134535,119.180251,124.952393,124.95066,17160300,sample,ETF,US equity market
2023-05-01,SPY,124.951004,125.148642,124.625005,124.82244,124.820724,17981184,sample,ETF,US equity market
2023-05-02,SPY,124.683855,135.306124,121.187803,131.615708,131.613914,17839130,sample,ETF,US equity market
2023-05-03,SPY,131.198953,132.222907,129.710443,130.730743,130.728978,16392590,sample,ETF,US equity market
2023-05-04,SPY,130.381032,146.359228,125.447646,141.023163,141.021276,20092792,sample,ETF,US equity market
2023-05-05,SPY,140.537169,145.054632,139.174942,143.662115,143.660211,14147741,sample,ETF,US equity market
2023-05-08,SPY,144.312587,148.523269,131.686848,135.644621,135.642839,12817533,sample,ETF,US equity market
2023-05-09,SPY,135.228967,136.618153,132.551655,133.927471,133.92573,24031927,sample,ETF,US equity market
2023-05-10,SPY,133.510378,138.639207,120.090961,124.888582,124.886974,9087911,sample,ETF,US equity market
2023-05-11,SPY,124.976232,132.150597,122.730084,129.817439,129.815784,15701001,sample,ETF,US equity market
2023-05-12,SPY,129.736631,131.025463,128.988928,130.274659,130.273015,9765901,sample,ETF,US equity market
2023-05-15,SPY,130.572235,144.645618,126.102481,139.857993,139.856246,19830943,sample,ETF,US equity market
2023-05-16,SPY,139.858805,141.978143,133.593755,135.649304,135.647628,4627879,sample,ETF,US equity market
2023-05-17,SPY,135.412234,149.522025,130.847778,144.646308,144.644539,6600865,sample,ETF,US equity market
2023-05-18,SPY,145.192977,146.731177,144.124371,145.65914,145.657378,14871017,sample,ETF,US equity market
2023-05-19,SPY,145.547117,150.636909,131.505246,136.270638,136.269008,21146677,sample,ETF,US equity market
2023-05-22,SPY,136.061218,138.690514,134.914068,137.530973,137.529346,15492062,sample,ETF,US equity market
2023-05-23,SPY,137.238781,145.883204,134.290853,142.815487,142.813816,11300796,sample,ETF,US equity market
2023-05-24,SPY,144.058316,147.588958,134.152875,137.523355,137.521766,11535908,sample,ETF,US equity market
2023-05-25,SPY,136.539184,140.6985,127.789173,131.804252,131.802746,22800516,sample,ETF,US equity market
2023-05-26,SPY,131.352431,134.64523,122.156598,125.297612,125.296198,10333414,sample,ETF,US equity market
2023-05-29,SPY,124.696661,128.599003,113.666743,117.338825,117.337517,12779399,sample,ETF,US equity market
2023-05-30,SPY,116.670959,120.46855,107.374801,110.987395,110.986173,9334948,sample,ETF,US equity market
2023-05-31,SPY,110.511998,112.592134,105.585552,107.611084,107.609914,9299060,sample,ETF,US equity market
2023-06-01,SPY,107.226341,110.537077,99.69917,102.875572,102.874468,12238552,sample,ETF,US equity market
2023-06-02,SPY,103.303035,108.272664,100.396684,105.309853,105.308738,10232494,sample,ETF,US equity market
2023-06-05,SPY,106.124173,110.098126,103.848578,107.786879,107.785753,11841123,sample,ETF,US equity market
2023-06-06,SPY,107.880016,115.916054,104.479994,112.374385,112.373227,10028745,sample,ETF,US equity market
2023-06-07,SPY,111.802362,118.646413,109.326799,116.076216,116.075037,13525792,sample,ETF,US equity market
2023-06-08,SPY,116.39758,119.033879,109.746819,112.290088,112.288963,6403504,sample,ETF,US equity market
2023-06-09,SPY,111.713907,129.299599,106.280099,123.302135,123.300918,8288967,sample,ETF,US equity market
2023-06-12,SPY,123.837981,129.093983,121.874018,127.078627,127.077391,12536893,sample,ETF,US equity market
2023-06-13,SPY,127.914991,130.807432,126.274359,129.150948,129.149711,9565641,sample,ETF,US equity market
2023-06-14,SPY,129.021099,138.805809,101.235643,109.543185,109.542152,10355748,sample,ETF,US equity market
2023-06-15,SPY,109.62978,115.818161,92.219243,97.736258,97.735351,13291975,sample,ETF,US equity market
2023-06-16,SPY,97.841501,116.284692,92.158549,109.901269,109.900264,26724000,sample,ETF,US equity market
2023-06-19,SPY,109.301793,112.750917,103.332904,106.699923,106.698964,25384212,sample,ETF,US equity market
2023-06-20,SPY,106.635686,113.179708,89.39667,95.24145,95.240608,26779579,sample,ETF,US equity market
2023-06-21,SPY,95.19079,100.318645,83.609336,88.369747,88.368979,15057259,sample,ETF,US equity market
2023-06-22,SPY,87.238687,97.795729,83.295047,93.566059,93.56526,19512721,sample,ETF,US equity market
2023-06-23,SPY,94.652848,98.425661,83.78581,87.264112,87.263379,12382315,sample,ETF,US equity market
2023-06-26,SPY,87.208199,94.723907,84.942181,92.324936,92.324175,13604148,sample,ETF,US equity market
2023-06-27,SPY,92.12619,93.498705,90.847413,92.218645,92.217899,10444541,sample,ETF,US equity market
2023-06-28,SPY,91.871195,101.438154,88.418522,97.764019,97.763243,18848993,sample,ETF,US equity market
2023-06-29,SPY,98.354229,100.717113,90.922491,93.160601,93.159876,30644879,sample,ETF,US equity market
2023-06-30,SPY,92.968635,103.798777,88.258079,98.793105,98.792352,11299556,sample,ETF,US equity market
2023-07-03,SPY,98.779173,110.186882,95.248655,106.384537,106.383742,14032029,sample,ETF,US equity market
2023-07-04,SPY,107.10539,107.965088,104.42048,105.265409,105.264638,15363020,sample,ETF,US equity market
2023-07-05,SPY,103.426069,106.762585,102.345063,105.658249,105.657492,17274602,sample,ETF,US equity market
2023-07-06,SPY,105.448703,111.019583,102.797488,108.296762,108.296003,7828982,sample,ETF,US equity market
2023-07-07,SPY,107.934841,113.641443,105.872657,111.510935,111.510171,16950430,sample,ETF,US equity market
2023-07-10,SPY,111.672016,117.335468,109.730105,115.329947,115.329175,21127717,sample,ETF,US equity market
2023-07-11,SPY,114.965432,117.68168,113.371439,116.07234,116.071582,11271012,sample,ETF,US equity market
2023-07-12,SPY,117.14465,118.809983,113.7406,115.380858,115.380122,13077543,sample,ETF,US equity market
2023-07-13,SPY,116.34388,126.388061,112.00256,121.841596,121.840838,9367604,sample,ETF,US equity market
2023-07-14,SPY,122.146318,131.679332,96.065962,104.1982,104.197569,22932888,sample,ETF,US equity market
2023-07-17,SPY,104.497494,105.836806,101.332535,102.648144,102.647538,7597923,sample,ETF,US equity market
2023-07-18,SPY,104.033449,105.145684,102.2816,103.386923,103.386329,6965923,sample,ETF,US equity market
2023-07-19,SPY,102.749872,110.390842,99.953049,107.465656,107.465056,7685403,sample,ETF,US equity market
2023-07-20,SPY,108.290762,108.432089,107.347515,107.487794,107.487211,10152768,sample,ETF,US equity market
2023-07-21,SPY,107.065592,110.640838,104.421545,107.974349,107.973781,13954328,sample,ETF,US equity market
2023-07-24,SPY,108.12991,111.924269,106.458387,110.22043,110.219868,19303212,sample,ETF,US equity market
2023-07-25,SPY,110.032502,113.795894,108.599356,112.332787,112.332232,13040236,sample,ETF,US equity market
2023-07-26,SPY,112.773737,117.756779,100.490107,105.135651,105.135149,8189694,sample,ETF,US equity market
2023-07-27,SPY,105.845525,107.713502,103.759575,105.623636,105.623148,13439565,sample,ETF,US equity market
2023-07-28,SPY,104.738932,106.978637,99.433235,101.605945,101.605493,14459922,sample,ETF,US equity market
2023-07-31,SPY,101.815304,104.674168,93.200329,95.892898,95.892487,13236127,sample,ETF,US equity market
2023-08-01,SPY,95.746891,102.238015,79.859357,85.667127,85.666773,17909974,sample,ETF,US equity market
2023-08-02,SPY,85.217888,91.448343,83.074145,89.204318,89.203964,9921074,sample,ETF,US equity market
2023-08-03,SPY,89.679673,92.779036,80.724527,83.614268,83.61395,13001418,sample,ETF,US equity market
2023-08-04,SPY,83.924249,85.235257,82.460181,83.76876,83.768455,8529659,sample,ETF,US equity market
2023-08-07,SPY,83.420674,96.156682,79.592352,91.937508,91.937188,14944505,sample,ETF,US equity market
2023-08-08,SPY,92.000889,95.269357,90.848163,94.09045,94.090139,12899675,sample,ETF,US equity market
2023-08-09,SPY,94.341609,102.868154,91.300416,99.655657,99.655343,10702851,sample,ETF,US equity market
2023-08-10,SPY,99.600052,102.402007,98.41421,101.197149,101.196847,15780042,sample,ETF,US equity market
2023-08-11,SPY,101.054515,105.921863,98.719653,103.529809,103.529518,9339349,sample,ETF,US equity market
2023-08-14,SPY,102.777173,107.709582,91.480524,96.092107,96.091853,9776486,sample,ETF,US equity market
2023-08-15,SPY,96.711076,106.002422,93.718836,102.821138,102.820882,10410956,sample,ETF,US equity market
2023-08-16,SPY,103.396869,108.134072,101.605205,106.292237,106.291991,25518498,sample,ETF,US equity market
2023-08-17,SPY,106.257181,109.362746,98.267852,101.226382,101.226164,10956090,sample,ETF,US equity market
2023-08-18,SPY,100.828889,102.444165,96.569033,98.141254,98.141059,10791579,sample,ETF,US equity market
2023-08-21,SPY,98.347579,102.658205,96.276906,100.541343,100.541159,6887530,sample,ETF,US equity market
2023-08-22,SPY,101.221019,111.676988,97.346415,107.559746,107.559568,10017701,sample,ETF,US equity market
2023-08-23,SPY,108.224193,113.600395,106.044714,111.357809,111.357643,6008625,sample,ETF,US equity market
2023-08-24,SPY,112.033465,117.723466,98.952344,104.246877,104.246739,10176819,sample,ETF,US equity market
2023-08-25,SPY,104.090721,109.969036,89.163988,94.500728,94.500618,9317424,sample,ETF,US equity market
2023-08-28,SPY,95.294778,101.000207,93.108587,98.73509,98.734993,15365016,sample,ETF,US equity market
2023-08-29,SPY,98.139404,99.450091,97.657577,98.964215,98.964133,14661802,sample,ETF,US equity market
2023-08-30,SPY,98.059577,99.510049,94.794365,96.21759,96.217527,14195887,sample,ETF,US equity market
2023-08-31,SPY,96.648816,98.448736,91.764016,93.505395,93.505349,15451041,sample,ETF,US equity market
2023-09-01,SPY,94.178501,97.535244,83.725872,86.820354,86.820325,9890950,sample,ETF,US equity market
2023-09-04,SPY,87.020286,88.552458,83.581525,85.079527,85.079514,11835647,sample,ETF,US equity market
2023-09-05,SPY,85.793102,88.940181,84.402405,87.521467,87.521468,21287611,sample,ETF,US equity market
2023-09-06,SPY,87.31351,88.818629,85.689101,87.192128,87.192144,8557463,sample,ETF,US equity market
2023-09-07,SPY,87.502217,90.194275,86.394568,89.066821,89.066852,9049207,sample,ETF,US equity market
2023-09-08,SPY,89.344208,96.904984,86.785434,94.206944,94.206992,19954025,sample,ETF,US equity market
2023-09-11,SPY,94.51165,97.282643,87.180403,89.813655,89.813715,15042358,sample,ETF,US equity market
2023-09-12,SPY,90.0007,95.765683,88.144566,93.830564,93.830643,6835426,sample,ETF,US equity market
2023-09-13,SPY,93.405041,94.218979,92.484336,93.297336,93.29743,11213486,sample,ETF,US equity market
2023-09-14,SPY,93.706518,99.796856,91.506936,97.508041,97.508155,13842701,sample,ETF,US equity market
2023-09-15,SPY,97.639222,98.793411,95.803103,96.949134,96.949264,16474114,sample,ETF,US equity market
2023-09-18,SPY,97.146183,105.212095,93.940787,101.851445,101.851599,13306216,sample,ETF,US equity market
2023-09-19,SPY,101.546693,101.96821,100.659315,101.07889,101.079059,13860753,sample,ETF,US equity market
2023-09-20,SPY,100.616812,118.106594,95.186699,112.058968,112.059174,8126183,sample,ETF,US equity market
2023-09-21,SPY,110.789481,113.005392,110.319018,112.527548,112.527774,8926959,sample,ETF,US equity market
2023-09-22,SPY,111.54874,114.762306,105.884006,109.024862,109.025099,11902388,sample,ETF,US equity market
2023-09-25,SPY,109.069906,110.048562,108.029818,109.007917,109.008172,9523061,sample,ETF,US equity market
2023-09-26,SPY,109.422821,111.036937,106.5482,108.143444,108.143715,8505237,sample,ETF,US equity market
2023-09-27,SPY,107.952354,114.040464,105.934602,111.948028,111.948327,7467947,sample,ETF,US equity market
2023-09-28,SPY,111.73516,113.432561,108.654894,110.330963,110.331275,12777353,sample,ETF,US equity market
2023-09-29,SPY,110.139538,114.031617,108.600413,112.460064,112.460401,9919692,sample,ETF,US equity market
2023-10-02,SPY,112.946178,115.231846,107.237933,109.452908,109.453254,6348058,sample,ETF,US equity market
2023-10-03,SPY,108.636904,113.512828,107.000854,111.82871,111.829082,7379340,sample,ETF,US equity market
2023-10-04,SPY,112.727828,114.089792,111.406687,112.768178,112.768571,12825249,sample,ETF,US equity market
2023-10-05,SPY,112.411227,114.373514,107.946923,109.864758,109.865159,5915411,sample,ETF,US equity market
2023-10-06,SPY,109.753271,110.845791,106.913898,107.988855,107.989268,7051008,sample,ETF,US equity market
2023-10-09,SPY,108.005273,108.729851,105.787184,106.501675,106.502099,6805386,sample,ETF,US equity market
2023-10-10,SPY,106.239271,107.429623,104.915806,106.104649,106.105089,19468853,sample,ETF,US equity market
2023-10-11,SPY,106.55323,108.961319,101.895207,104.251272,104.251722,5890754,sample,ETF,US equity market
2023-10-12,SPY,104.411262,105.976677,100.549166,102.079623,102.08008,12613429,sample,ETF,US equity market
2023-10-13,SPY,101.437021,104.673448,100.48862,103.703853,103.704333,9766882,sample,ETF,US equity market
2023-10-16,SPY,103.434778,109.091714,101.624529,107.215301,107.215815,7313758,sample,ETF,US equity market
2023-10-17,SPY,106.851308,108.411157,102.458368,103.976246,103.976761,5290685,sample,ETF,US equity market
2023-10-18,SPY,104.867873,106.256382,100.490767,101.839174,101.839696,17868915,sample,ETF,US equity market
2023-10-19,SPY,100.867478,108.368795,98.12758,105.502981,105.503538,3772099,sample,ETF,US equity market
2023-10-20,SPY,106.350406,107.019752,103.538992,104.19477,104.195337,9738042,sample,ETF,US equity market
2023-10-23,SPY,105.034457,105.917448,103.245786,104.121099,104.121682,12762435,sample,ETF,US equity market
2023-10-24,SPY,104.383656,106.80324,102.557398,104.96678,104.967384,8094993,sample,ETF,US equity market
2023-10-25,SPY,104.828332,111.13919,102.233519,108.454616,108.455258,5719065,sample,ETF,US equity market
2023-10-26,SPY,108.360928,112.882275,106.883084,111.363482,111.364159,8134493,sample,ETF,US equity market
2023-10-27,SPY,110.915069,113.255653,106.383477,108.676829,108.677507,10665698,sample,ETF,US equity market
2023-10-30,SPY,109.018912,109.632829,108.486823,109.100343,109.10104,6535283,sample,ETF,US equity market
2023-10-31,SPY,108.872005,111.506964,101.539045,104.057481,104.058162,12590625,sample,ETF,US equity market
2023-11-01,SPY,104.061545,105.152529,102.008493,103.089284,103.089976,5249115,sample,ETF,US equity market
2023-11-02,SPY,103.117138,105.923624,96.635018,99.338667,99.33935,9498611,sample,ETF,US equity market
2023-11-03,SPY,98.627737,100.558207,93.495533,95.362083,95.362753,5845408,sample,ETF,US equity market
2023-11-06,SPY,95.360984,96.218245,93.429396,94.276911,94.277588,3387142,sample,ETF,US equity market
2023-11-07,SPY,93.939029,95.053215,92.015789,93.120264,93.120947,6872322,sample,ETF,US equity market
2023-11-08,SPY,93.579809,95.484735,87.401814,89.217949,89.218617,14184872,sample,ETF,US equity market
2023-11-09,SPY,88.838792,90.899843,87.73296,89.782267,89.782953,7927320,sample,ETF,US equity market
2023-11-10,SPY,90.251657,91.210011,89.578211,90.534455,90.535161,9445784,sample,ETF,US equity market
2023-11-13,SPY,90.383219,91.450736,88.720035,89.780432,89.781146,6757872,sample,ETF,US equity market
2023-11-14,SPY,89.94968,90.199005,89.72885,89.978104,89.978833,6744354,sample,ETF,US equity market
2023-11-15,SPY,90.185252,91.190667,88.349783,89.34584,89.346578,9309821,sample,ETF,US equity market
2023-11-16,SPY,88.981798,92.344442,87.852623,91.187279,91.188046,5589971,sample,ETF,US equity market
2023-11-17,SPY,90.899672,91.556934,89.396356,90.047456,90.048226,14087529,sample,ETF,US equity market
2023-11-20,SPY,90.332571,94.664178,88.628647,92.911606,92.912415,4402606,sample,ETF,US equity market
2023-11-21,SPY,92.031936,93.991646,88.419253,90.342998,90.343799,14072789,sample,ETF,US equity market
2023-11-22,SPY,90.589137,91.787281,87.218442,88.387466,88.388262,7741526,sample,ETF,US equity market
2023-11-23,SPY,89.564167,90.704787,88.621395,89.759954,89.760776,7391222,sample,ETF,US equity market
2023-11-24,SPY,89.708623,101.728206,85.897268,97.582329,97.583237,9751806,sample,ETF,US equity market
2023-11-27,SPY,98.675839,105.101419,96.276532,102.606537,102.607507,5192593,sample,ETF,US equity market
2023-11-28,SPY,101.687235,105.064158,94.150657,97.384697,97.385631,7445584,sample,ETF,US equity market
2023-11-29,SPY,96.404736,99.960015,91.317615,94.814239,94.815162,6990177,sample,ETF,US equity market
2023-11-30,SPY,93.692276,104.679827,89.662952,100.363597,100.364589,7293833,sample,ETF,US equity market
2023-12-01,SPY,100.125816,102.024964,96.073233,97.930745,97.931728,15006788,sample,ETF,US equity market
2023-12-04,SPY,98.658073,99.519748,96.437632,97.287335,97.288325,12062503,sample,ETF,US equity market
2023-12-05,SPY,97.459429,98.438272,96.164036,97.139668,97.14067,8123881,sample,ETF,US equity market
2023-12-06,SPY,97.188946,97.296569,97.01534,97.12289,97.123906,5010711,sample,ETF,US equity market
2023-12-07,SPY,96.935028,100.280976,95.361916,98.679552,98.680598,10236439,sample,ETF,US equity market
2023-12-08,SPY,98.896271,100.240435,98.322998,99.662719,99.663789,8977574,sample,ETF,US equity market
2023-12-11,SPY,99.067008,101.996583,97.406555,100.315209,100.316301,11472873,sample,ETF,US equity market
2023-12-12,SPY,100.585108,104.666999,99.06106,103.104774,103.10591,14027332,sample,ETF,US equity market
2023-12-13,SPY,103.283107,107.282341,94.752201,98.568895,98.569996,5759574,sample,ETF,US equity market
2023-12-14,SPY,98.800764,99.154512,97.738925,98.090129,98.091237,7726405,sample,ETF,US equity market
2023-12-15,SPY,98.788035,99.431807,97.556731,98.196649,98.197772,11726964,sample,ETF,US equity market
2023-12-18,SPY,98.675078,102.239887,97.165802,100.699645,100.70081,4845939,sample,ETF,US equity market
2023-12-19,SPY,101.329756,111.800674,97.821343,108.059261,108.060526,8595015,sample,ETF,US equity market
2023-12-20,SPY,108.386917,110.142668,104.347155,106.065298,106.066554,7366491,sample,ETF,US equity market
2023-12-21,SPY,105.596826,108.115989,100.743184,103.205293,103.20653,10909333,sample,ETF,US equity market
2023-12-22,SPY,102.991617,105.376728,98.922472,101.26766,101.268887,6100314,sample,ETF,US equity market
2023-12-25,SPY,101.069263,103.822604,94.195819,96.833776,96.834962,7563936,sample,ETF,US equity market
2023-12-26,SPY,97.747568,99.882017,90.429716,92.448452,92.449596,9455829,sample,ETF,US equity market
2023-12-27,SPY,92.386213,93.251286,89.919018,90.768947,90.770082,10202395,sample,ETF,US equity market
2023-12-28,SPY,90.66289,91.619369,89.982765,90.937186,90.938335,6457020,sample,ETF,US equity market
2023-12-29,SPY,91.37551,95.939819,89.629113,94.140575,94.141777,10718281,sample,ETF,US equity market
2024-01-01,SPY,95.202315,99.25872,84.162531,87.908144,87.909277,4049760,sample,ETF,US equity market
2024-01-02,SPY,87.926075,90.208275,83.457137,85.681065,85.68218,13940585,sample,ETF,US equity market
2024-01-03,SPY,85.532205,86.139962,85.167837,85.774561,85.775689,7298000,sample,ETF,US equity market
2024-01-04,SPY,84.260704,88.006944,83.501635,87.221205,87.222362,6938945,sample,ETF,US equity market
2024-01-05,SPY,87.171904,89.526934,86.262392,88.602496,88.603683,5614160,sample,ETF,US equity market
2024-01-08,SPY,89.191305,92.020989,82.276115,84.971936,84.973084,5184442,sample,ETF,US equity market
2024-01-09,SPY,85.606872,86.671041,84.557308,85.621301,85.622468,6274359,sample,ETF,US equity market
2024-01-10,SPY,85.209516,86.273541,84.181007,85.244608,85.245781,7336147,sample,ETF,US equity market
2024-01-11,SPY,84.216063,86.308968,80.957642,83.020844,83.021997,7082395,sample,ETF,US equity market
2024-01-12,SPY,83.252042,84.771745,80.580419,82.078703,82.079852,8702592,sample,ETF,US equity market
2024-01-15,SPY,82.230824,83.38957,81.185835,82.343153,82.344316,13857946,sample,ETF,US equity market
2024-01-16,SPY,82.281846,83.258565,79.823584,80.782504,80.783655,3288885,sample,ETF,US equity market
2024-01-17,SPY,81.335802,83.85163,75.981549,78.406779,78.407904,3139326,sample,ETF,US equity market
2024-01-18,SPY,78.49637,79.046628,76.979282,77.522714,77.523836,9808929,sample,ETF,US equity market
2024-01-19,SPY,77.933996,78.412311,76.864263,77.338925,77.340053,9154074,sample,ETF,US equity market
2024-01-22,SPY,77.783354,78.4977,75.17661,75.873417,75.874532,11010894,sample,ETF,US equity market
2024-01-23,SPY,75.72943,77.688441,75.072771,77.020586,77.021726,6648982,sample,ETF,US equity market
2024-01-24,SPY,76.785703,80.375683,75.35629,78.906784,78.907962,9762341,sample,ETF,US equity market
2024-01-25,SPY,78.469153,79.116993,76.918828,77.559156,77.560321,6290121,sample,ETF,US equity market
2024-01-26,SPY,77.79483,80.583311,76.22462,78.988998,78.990194,3749823,sample,ETF,US equity market
2024-01-29,SPY,78.852624,85.443707,76.700709,83.173863,83.175132,6854039,sample,ETF,US equity market
2024-01-30,SPY,83.305434,83.915326,82.534261,83.142964,83.144241,7144009,sample,ETF,US equity market
2024-01-31,SPY,83.142808,85.062227,78.982141,80.848596,80.849846,5825945,sample,ETF,US equity market
2024-02-01,SPY,80.605605,88.750084,77.737541,85.700729,85.702064,6687138,sample,ETF,US equity market
2024-02-02,SPY,85.467503,88.178505,80.297141,82.927578,82.928878,15925595,sample,ETF,US equity market
2024-02-05,SPY,83.116705,83.488574,82.637384,83.00877,83.010079,7202162,sample,ETF,US equity market
2024-02-06,SPY,83.325787,84.429848,80.66766,81.750853,81.752151,7036236,sample,ETF,US equity market
2024-02-07,SPY,81.679423,82.795706,79.804322,80.910091,80.911384,6307880,sample,ETF,US equity market
2024-02-08,SPY,81.257561,82.938095,80.479825,82.1518,82.153121,7274988,sample,ETF,US equity market
2024-02-09,SPY,81.81799,82.893402,81.383641,82.455667,82.457001,7390257,sample,ETF,US equity market
2024-02-12,SPY,82.295566,85.475052,72.980574,75.913488,75.914724,10876280,sample,ETF,US equity market
2024-02-13,SPY,75.892512,76.742163,74.271955,75.112877,75.114107,9683190,sample,ETF,US equity market
2024-02-14,SPY,75.457867,78.68207,70.387184,73.528968,73.530178,3915746,sample,ETF,US equity market
2024-02-15,SPY,73.406486,74.718164,71.164528,72.459281,72.46048,5087897,sample,ETF,US equity market
2024-02-16,SPY,73.073576,74.435407,70.181389,71.514159,71.51535,5193523,sample,ETF,US equity market
2024-02-19,SPY,72.043466,73.765279,66.261031,67.88342,67.884557,6379571,sample,ETF,US equity market
2024-02-20,SPY,68.325255,68.735762,67.479819,67.887698,67.888841,3597402,sample,ETF,US equity market
2024-02-21,SPY,68.102441,70.983601,66.660351,69.51167,69.512846,5630520,sample,ETF,US equity market
2024-02-22,SPY,69.886202,72.148644,68.96854,71.213553,71.214765,6099263,sample,ETF,US equity market
2024-02-23,SPY,71.333374,72.078606,69.363707,70.096013,70.097212,6255660,sample,ETF,US equity market
2024-02-26,SPY,69.698492,70.2366,68.638311,69.172356,69.173545,12497359,sample,ETF,US equity market
2024-02-27,SPY,69.237603,73.865729,67.449285,72.005909,72.007153,4927516,sample,ETF,US equity market
2024-02-28,SPY,71.869331,76.687544,69.87342,74.615371,74.616666,6158973,sample,ETF,US equity market
2024-02-29,SPY,74.761653,76.060892,71.565162,72.830846,72.832116,10748510,sample,ETF,US equity market
2024-03-01,SPY,72.497081,73.488976,70.338457,71.314167,71.315416,11386620,sample,ETF,US equity market
2024-03-04,SPY,70.846963,72.099377,67.924217,69.146572,69.147788,7615106,sample,ETF,US equity market
2024-03-05,SPY,68.853245,74.454575,66.676819,72.173206,72.174482,13347146,sample,ETF,US equity market
2024-03-06,SPY,72.680619,74.101306,70.09109,71.488474,71.489743,5216338,sample,ETF,US equity market
2024-03-07,SPY,72.344424,73.681811,71.396328,72.72868,72.729976,13480929,sample,ETF,US equity market
